_row_id,batch_id,augment_id,augment_name,augment_img,trend,color_type,description,all_pick_rate_main,all_pick_rate_sub,avg_ranking,pick_rate_4,pick_rate_1,raw_json
35,4,10570,升星之运,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onaroll1.png,2,1,每当你将1个在上一场战斗中登场的弈子升星时，获得2次免费商店刷新。获得2金币。,1.97,0.15,3.91,62.98,14.91,"{""id"":10570,""name"":""升星之运"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onaroll1.png"",""trend"":2,""extraData"":{""colorType"":1,""desc"":""每当你将1个在上一场战斗中登场的弈子升星时，获得2次免费商店刷新。获得2金币。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":18.64,""avgRanking"":3.9},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.97,0.15],""avgRanking"":3.91,""pickRate_4"":62.98,""pickRate_1"":14.91}"
36,4,2896,新纪元,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/epoch2.png,2,2,现在以及每个阶段开始时，获得4经验值和2次免费刷新。,1.96,0.15,4.49,49.88,11.72,"{""id"":2896,""name"":""新纪元"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/epoch2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""现在以及每个阶段开始时，获得4经验值和2次免费刷新。"",""stage"":[{""stagePickRate"":17.12,""avgRanking"":4.47},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.96,0.15],""avgRanking"":4.49,""pickRate_4"":49.88,""pickRate_1"":11.72}"
37,4,10659,炽焰公理,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fireaxiom1.png,0,1,获得1个【火元素格】。该格内的弈子获得15%物理加成和法术加成。他们的伤害会对敌人造成持续6秒的1%灼烧和33%重伤效果。,1.96,0.15,3.96,61.04,14.98,"{""id"":10659,""name"":""炽焰公理"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/fireaxiom1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个【火元素格】。该格内的弈子获得15%物理加成和法术加成。他们的伤害会对敌人造成持续6秒的1%灼烧和33%重伤效果。"",""stage"":[{""stagePickRate"":6.2,""avgRanking"":3.96},{""stagePickRate"":10.12,""avgRanking"":3.94},{""stagePickRate"":2.43,""avgRanking"":4}]},""allPickRate"":[1.96,0.15],""avgRanking"":3.96,""pickRate_4"":61.04,""pickRate_1"":14.98}"
38,4,20654,获得21金币,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/windfall2.png,2,2,获得21金币。,1.96,0.15,4.66,45.77,13,"{""id"":20654,""name"":""获得21金币"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/windfall2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得21金币。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":17.93,""avgRanking"":4.71},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.96,0.15],""avgRanking"":4.66,""pickRate_4"":45.77,""pickRate_1"":13}"
39,4,20628,三幻神,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/legionofthrees2.png,2,2,获得1个随机纹章。你的3费弈子和携带着【纹章】的已方弈子获得200生命值和12%攻击速度。  《光明与黑暗》赛季-2021,1.95,0.15,4.41,52.16,8.56,"{""id"":20628,""name"":""三幻神"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/legionofthrees2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得1个随机纹章。你的3费弈子和携带着【纹章】的已方弈子获得200生命值和12%攻击速度。  《光明与黑暗》赛季-2021"",""stage"":[{""stagePickRate"":18.72,""avgRanking"":4.41},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.95,0.15],""avgRanking"":4.41,""pickRate_4"":52.16,""pickRate_1"":8.56}"
40,4,20014,安慰剂+,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/placebo1.png,0,1,获得14金币。你的弈子们获得1%攻击速度。,1.94,0.15,4.69,45.23,11.89,"{""id"":20014,""name"":""安慰剂+"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/placebo1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得14金币。你的弈子们获得1%攻击速度。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":18.31,""avgRanking"":4.69},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.94,0.15],""avgRanking"":4.69,""pickRate_4"":45.23,""pickRate_1"":11.89}"
41,4,30009,投资++,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/invested3.png,0,3,获得40金币。在每场战斗之后，在50金币之上，每拥有10金币就会获得1次永久的刷新(最多80金币)。,1.93,0.15,4.47,47.86,17.41,"{""id"":30009,""name"":""投资++"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/invested3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得40金币。在每场战斗之后，在50金币之上，每拥有10金币就会获得1次永久的刷新(最多80金币)。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":18.54,""avgRanking"":4.47}]},""allPickRate"":[1.93,0.15],""avgRanking"":4.47,""pickRate_4"":47.86,""pickRate_1"":17.41}"
42,4,2022,星界赐福 II,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/celestialblessing2.png,0,2,你的队伍获得18%全能吸血。多余的治疗量会转化为护盾，最高可达到400护盾值。,1.86,0.14,4.37,53.27,11.7,"{""id"":2022,""name"":""星界赐福 II"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/celestialblessing2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""你的队伍获得18%全能吸血。多余的治疗量会转化为护盾，最高可达到400护盾值。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":5.14,""avgRanking"":4.56},{""stagePickRate"":12.64,""avgRanking"":4.29}]},""allPickRate"":[1.86,0.14],""avgRanking"":4.37,""pickRate_4"":53.27,""pickRate_1"":11.7}"
43,4,10195,巨型泰坦,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/titanictitan1.png,0,1,使你的当前和最大玩家生命值都提升25。你会在选秀中更早被放出，但速度要慢得多。,1.84,0.14,4.51,47.58,17.19,"{""id"":10195,""name"":""巨型泰坦"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/titanictitan1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""使你的当前和最大玩家生命值都提升25。你会在选秀中更早被放出，但速度要慢得多。"",""stage"":[{""stagePickRate"":3.97,""avgRanking"":4.94},{""stagePickRate"":13.1,""avgRanking"":4.39},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.84,0.14],""avgRanking"":4.51,""pickRate_4"":47.58,""pickRate_1"":17.19}"
44,4,20675,一波带走俩,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/speedydoublekill2.png,0,2,获得1个【鬼索的狂暴之刃】。当2名玩家淘汰后，获得40金币。  2021【命运之轮】全球总决赛,1.82,0.14,4.59,48.62,12.87,"{""id"":20675,""name"":""一波带走俩"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/speedydoublekill2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【鬼索的狂暴之刃】。当2名玩家淘汰后，获得40金币。  2021【命运之轮】全球总决赛"",""stage"":[{""stagePickRate"":17.43,""avgRanking"":4.59},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.82,0.14],""avgRanking"":4.59,""pickRate_4"":48.62,""pickRate_1"":12.87}"
45,4,20584,高级贷款+,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/advancedloanplus2.png,0,2,获得33金币。你的下一个强化符文阶位降低一级。,1.81,0.14,4.41,52.69,12.09,"{""id"":20584,""name"":""高级贷款+"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/advancedloanplus2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得33金币。你的下一个强化符文阶位降低一级。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":17.39,""avgRanking"":4.41},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.81,0.14],""avgRanking"":4.41,""pickRate_4"":52.69,""pickRate_1"":12.09}"
46,4,20258,恶意货币化,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/mirroredmonetization2.png,0,2,获得10金币。接下来的2个回合，敌方弈子在阵亡时会掉落2金币。 累计获得金币：10,1.81,0.14,4.46,51.56,12.98,"{""id"":20258,""name"":""恶意货币化"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/mirroredmonetization2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得10金币。接下来的2个回合，敌方弈子在阵亡时会掉落2金币。 累计获得金币：10"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":17.33,""avgRanking"":4.46}]},""allPickRate"":[1.81,0.14],""avgRanking"":4.46,""pickRate_4"":51.56,""pickRate_1"":12.98}"
47,4,4069,大买特买,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trade3.png,0,3,在你升级时，获得相当于你等级数+1的免费商店刷新次数。获得2金币。,1.73,0.13,4.64,47.8,13.42,"{""id"":4069,""name"":""大买特买"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trade3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""在你升级时，获得相当于你等级数+1的免费商店刷新次数。获得2金币。"",""stage"":[{""stagePickRate"":15.62,""avgRanking"":4.63},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.73,0.13],""avgRanking"":4.64,""pickRate_4"":47.8,""pickRate_1"":13.42}"
48,4,20009,投资+,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/invested3.png,2,3,获得26金币。在每场战斗之后，在50金币之上，每拥有10金币就会获得1次永久的刷新(最多80金币)。,1.69,0.13,4.58,47.17,15.12,"{""id"":20009,""name"":""投资+"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/invested3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""获得26金币。在每场战斗之后，在50金币之上，每拥有10金币就会获得1次永久的刷新(最多80金币)。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":15.75,""avgRanking"":4.6},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.69,0.13],""avgRanking"":4.58,""pickRate_4"":47.17,""pickRate_1"":15.12}"
49,4,20231,王冠意志,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/willofthecrown2.png,2,2,获得1个【无用大棒】和1个【锁子甲】。你的队伍获得8%法术加成和6护甲。,1.68,0.13,4.31,53.36,10.75,"{""id"":20231,""name"":""王冠意志"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/willofthecrown2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得1个【无用大棒】和1个【锁子甲】。你的队伍获得8%法术加成和6护甲。"",""stage"":[{""stagePickRate"":5.33,""avgRanking"":4.44},{""stagePickRate"":4.52,""avgRanking"":4.19},{""stagePickRate"":6.22,""avgRanking"":4.28}]},""allPickRate"":[1.68,0.13],""avgRanking"":4.31,""pickRate_4"":53.36,""pickRate_1"":10.75}"
50,4,30656,贸易中心,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trade3.png,2,3,立刻获得16次免费商店刷新，并在剩余游戏时间内每回合获得2次免费商店刷新。,1.66,0.13,4.76,43.77,9.43,"{""id"":30656,""name"":""贸易中心"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/trade3.png"",""trend"":2,""extraData"":{""colorType"":3,""desc"":""立刻获得16次免费商店刷新，并在剩余游戏时间内每回合获得2次免费商店刷新。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":15.89,""avgRanking"":4.76}]},""allPickRate"":[1.66,0.13],""avgRanking"":4.76,""pickRate_4"":43.77,""pickRate_1"":9.43}"
51,4,1002,存心失利,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/calculatedloss2.png,0,2,在输掉你的战斗环节之后，获得2金币和一次免费的商店刷新。,1.62,0.12,4.09,58.6,14.78,"{""id"":1002,""name"":""存心失利"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/calculatedloss2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""在输掉你的战斗环节之后，获得2金币和一次免费的商店刷新。"",""stage"":[{""stagePickRate"":15.5,""avgRanking"":4.09},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.62,0.12],""avgRanking"":4.09,""pickRate_4"":58.6,""pickRate_1"":14.78}"
52,4,30179,加冕礼,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/coronation3.png,0,3,获得1个【金铲铲冠冕】。【金铲铲冠冕】、【金锅锅冠冕】和【金锅铲冠冕】将为携带者提供额外的20%攻击速度、25%物理加成和30%法术加成。,1.62,0.12,4.57,47.71,10.34,"{""id"":30179,""name"":""加冕礼"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/coronation3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得1个【金铲铲冠冕】。【金铲铲冠冕】、【金锅锅冠冕】和【金锅铲冠冕】将为携带者提供额外的20%攻击速度、25%物理加成和30%法术加成。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":7.62,""avgRanking"":4.45},{""stagePickRate"":7.87,""avgRanking"":4.69}]},""allPickRate"":[1.62,0.12],""avgRanking"":4.57,""pickRate_4"":47.71,""pickRate_1"":10.34}"
53,4,20475,低调炫耀,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/aurafarming2.png,2,2,获得1个携带着一件推荐装备的2星5费弈子。你需要等到阶段4-2才能将它登场。,1.61,0.12,5.09,39.89,9.29,"{""id"":20475,""name"":""低调炫耀"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/aurafarming2.png"",""trend"":2,""extraData"":{""colorType"":2,""desc"":""获得1个携带着一件推荐装备的2星5费弈子。你需要等到阶段4-2才能将它登场。"",""stage"":[{""stagePickRate"":13.66,""avgRanking"":5.09},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.61,0.12],""avgRanking"":5.09,""pickRate_4"":39.89,""pickRate_1"":9.29}"
54,4,20593,单身板甲,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/soloplate2.png,0,2,获得1个【石像鬼石板甲】。战斗开始时：携带了【石像鬼石板甲】并且独自站一排的那些己方弈子获得20%最大生命值。,1.6,0.12,4.19,57.14,8.84,"{""id"":20593,""name"":""单身板甲"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/soloplate2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【石像鬼石板甲】。战斗开始时：携带了【石像鬼石板甲】并且独自站一排的那些己方弈子获得20%最大生命值。"",""stage"":[{""stagePickRate"":8.95,""avgRanking"":4.22},{""stagePickRate"":5.97,""avgRanking"":4.17},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.6,0.12],""avgRanking"":4.19,""pickRate_4"":57.14,""pickRate_1"":8.84}"
55,4,1479,一二二三,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onetwothree1.png,0,1,获得2个1费弈子，2个2费弈子和1个3费弈子。,1.56,0.12,4.58,51.18,10.87,"{""id"":1479,""name"":""一二二三"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/onetwothree1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得2个1费弈子，2个2费弈子和1个3费弈子。"",""stage"":[{""stagePickRate"":13.45,""avgRanking"":4.56},{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.56,0.12],""avgRanking"":4.58,""pickRate_4"":51.18,""pickRate_1"":10.87}"
56,4,30680,奢侈品订购,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/luxurysubscription3.png,0,3,获得1个包裹，包含1个5费弈子、1个2星1费弈子和5金币。  在接下来的2个阶段开始时，再次获得该包裹。,1.53,0.12,4.62,49.14,12.21,"{""id"":30680,""name"":""奢侈品订购"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/luxurysubscription3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""获得1个包裹，包含1个5费弈子、1个2星1费弈子和5金币。  在接下来的2个阶段开始时，再次获得该包裹。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":13.89,""avgRanking"":4.61},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.53,0.12],""avgRanking"":4.62,""pickRate_4"":49.14,""pickRate_1"":12.21}"
57,4,30205,意料之中的意外,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/addictedtorolling3.png,0,3,现在以及下2个阶段开始时，投掷3个骰子。根据总点数获得各种奖励。,1.52,0.12,4.19,56.08,12.16,"{""id"":30205,""name"":""意料之中的意外"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/addictedtorolling3.png"",""trend"":0,""extraData"":{""colorType"":3,""desc"":""现在以及下2个阶段开始时，投掷3个骰子。根据总点数获得各种奖励。"",""stage"":[{""stagePickRate"":12.68,""avgRanking"":4.24},{""stagePickRate"":1.47,""avgRanking"":3.97},{""stagePickRate"":0,""avgRanking"":99999}]},""allPickRate"":[1.52,0.12],""avgRanking"":4.19,""pickRate_4"":56.08,""pickRate_1"":12.16}"
58,4,30668,厨神阿福,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ultrarapidfire2.png,0,2,获得1个【金铲铲】。携带了【金铲铲】或【金锅锅】的弈子们获得15%攻击速度和2法力回复。,1.5,0.12,4.51,47.1,18.35,"{""id"":30668,""name"":""厨神阿福"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/ultrarapidfire2.png"",""trend"":0,""extraData"":{""colorType"":2,""desc"":""获得1个【金铲铲】。携带了【金铲铲】或【金锅锅】的弈子们获得15%攻击速度和2法力回复。"",""stage"":[{""stagePickRate"":5.45,""avgRanking"":4.69},{""stagePickRate"":3,""avgRanking"":4.58},{""stagePickRate"":5.95,""avgRanking"":4.31}]},""allPickRate"":[1.5,0.12],""avgRanking"":4.51,""pickRate_4"":47.1,""pickRate_1"":18.35}"
59,4,1625,别再错过,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/missedconnections1.png,0,1,获得每个1费弈子各1个。,1.5,0.12,4.51,48.76,15.19,"{""id"":1625,""name"":""别再错过"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/missedconnections1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得每个1费弈子各1个。"",""stage"":[{""stagePickRate"":0,""avgRanking"":99999},{""stagePickRate"":11.79,""avgRanking"":4.54},{""stagePickRate"":2.6,""avgRanking"":4.42}]},""allPickRate"":[1.5,0.12],""avgRanking"":4.51,""pickRate_4"":48.76,""pickRate_1"":15.19}"
60,4,10597,气旋公理,https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/airaxiom1.png,0,1,获得1个【风元素格】。该格内的弈子获得25%攻击速度，并且其伤害会对敌人造成30%护甲击碎，持续5秒。,1.46,0.11,4.31,52.97,11.45,"{""id"":10597,""name"":""气旋公理"",""img"":""https://game.gtimg.cn/images/lol/act/jkzlk/gamedata/hex/airaxiom1.png"",""trend"":0,""extraData"":{""colorType"":1,""desc"":""获得1个【风元素格】。该格内的弈子获得25%攻击速度，并且其伤害会对敌人造成30%护甲击碎，持续5秒。"",""stage"":[{""stagePickRate"":4.6,""avgRanking"":4.29},{""stagePickRate"":7.79,""avgRanking"":4.26},{""stagePickRate"":1.6,""avgRanking"":4.63}]},""allPickRate"":[1.46,0.11],""avgRanking"":4.31,""pickRate_4"":52.97,""pickRate_1"":11.45}"
